words,links,capital_words,spam_word_count,is_spam
366,0,5,0,0
265,4,2,0,0
128,1,3,0,0
22,1,3,4,0
133,4,23,3,1
236,8,19,7,1
103,4,0,2,0
283,8,30,1,1
42,1,3,1,0
951,9,2,4,1
207,0,9,1,0
695,8,5,3,1
92,3,17,5,1
979,5,1,7,1
379,2,11,8,1
195,7,17,5,1
825,6,21,8,1
275,2,3,0,0
435,2,0,1,0
190,2,27,9,1
179,0,3,0,0
686,6,20,7,1
97,7,4,6,1
25,0,2,0,0
464,2,3,1,1
446,6,7,9,1
431,9,21,2,1
80,2,3,0,0
178,1,2,2,0
61,2,2,3,0
142,0,2,0,0
138,6,26,0,1
474,4,13,3,1
74,1,0,2,0
113,4,1,5,0
344,8,14,4,1
444,7,15,7,1
781,10,3,0,1
64,9,24,2,1
644,8,15,4,1
129,2,1,1,0
158,2,8,3,1
510,2,27,3,1
138,0,10,9,1
141,1,10,0,0
863,10,0,7,1
183,5,23,0,1
167,0,8,1,0
294,2,3,3,0
157,2,2,8,1
489,2,26,8,1
497,6,2,4,1
110,0,3,1,0
172,1,2,4,0
166,2,1,2,0
226,3,5,5,1
84,2,2,2,0
302,0,11,7,1
723,8,30,6,1
361,9,25,9,1
607,9,11,1,1
714,10,19,3,1
63,0,17,4,1
269,0,3,2,0
824,2,20,4,1
507,0,21,8,1
304,1,6,2,0
878,7,25,3,1
735,7,28,4,1
146,4,0,6,0
288,0,3,1,0
83,8,14,8,1
161,5,27,6,1
250,4,19,5,1
361,3,14,10,1
545,5,23,10,1
379,0,1,0,0
35,0,2,1,0
506,10,9,10,1
232,1,2,1,0
195,1,0,0,0
909,8,13,7,1
219,0,0,0,0
127,9,17,8,1
193,0,0,2,0
259,2,0,2,0
83,2,0,0,0
51,3,3,0,0
174,2,2,2,0
197,0,2,0,0
88,2,27,7,1
125,5,8,3,1
60,1,0,0,0
26,2,1,2,0
333,2,0,2,0
107,6,24,0,1
31,1,0,0,0
76,1,3,2,0
460,4,0,1,0
155,9,30,1,1
997,4,30,3,1
119,4,4,3,1
318,7,26,5,1
259,3,15,6,1
383,4,15,5,1
194,0,3,1,0
86,2,1,2,0
80,2,0,2,0
141,6,1,0,1
257,0,2,2,0
82,5,30,8,1
66,0,0,2,0
116,1,3,0,0
183,5,2,0,0
119,1,0,3,0
923,2,26,10,1
62,0,10,2,0
150,1,10,1,0
46,1,2,0,0
135,5,3,0,0
255,2,1,2,0
731,4,12,10,1
296,10,0,10,1
302,2,2,2,0
429,4,21,9,1
892,9,20,3,1
593,8,15,3,1
270,4,1,1,0
616,4,30,5,1
118,4,6,10,1
52,0,2,2,0
280,0,7,0,0
303,2,12,9,1
137,2,16,8,1
795,4,9,6,1
162,5,23,8,1
652,3,26,1,1
356,10,3,9,1
910,8,4,1,1
238,1,2,1,0
78,3,3,9,1
892,6,8,6,1
759,2,1,2,1
109,3,2,0,1
426,0,2,1,0
262,1,2,5,0
400,3,29,8,1
35,5,1,1,0
84,3,7,2,0
245,4,8,1,0
196,0,1,2,0
233,5,0,0,0
198,1,3,9,1
836,1,0,7,1
458,7,16,8,1
288,7,18,3,1
275,1,1,2,0
127,2,5,2,0
166,1,2,4,0
49,0,2,4,0
187,4,18,3,1
958,7,26,7,1
79,2,3,6,0
124,2,0,8,1
244,6,6,3,1
76,1,15,4,1
63,1,0,2,0
282,1,1,1,0
308,0,2,2,0
967,3,28,3,1
47,1,1,0,0
156,1,0,1,0
223,2,0,0,0
297,0,2,2,0
984,4,17,9,1
171,0,1,0,0
422,7,2,7,1
84,4,2,2,0
523,10,19,10,1
277,1,10,0,0
853,2,25,1,1
983,5,4,7,1
284,2,3,1,0
188,1,7,0,0
242,1,1,2,0
80,3,13,6,1
59,0,20,7,1
370,1,1,0,0
429,2,2,1,0
163,3,5,9,1
208,7,14,10,1
265,3,3,2,0
269,2,3,2,0
294,5,2,1,0
114,7,11,3,1
394,8,1,3,1
106,7,11,1,1
245,0,1,2,0
134,2,3,2,0
141,0,1,1,0
149,6,5,0,1
229,1,3,2,0
73,5,0,3,1
414,3,26,10,1
218,2,2,1,0
101,0,1,1,0
78,1,10,2,0
208,0,3,3,0
954,9,8,6,1
116,1,5,0,0
137,4,2,0,0
240,5,19,9,1
92,1,7,0,0
192,3,16,3,1
494,1,2,0,0
773,7,1,4,1
51,1,2,0,0
140,10,21,9,1
206,3,1,1,0
252,0,0,1,0
206,0,0,0,0
423,1,0,0,0
123,0,3,0,0
345,3,3,1,0
146,1,3,2,0
82,5,2,2,0
209,2,0,1,0
275,8,1,6,1
935,9,17,10,1
881,5,26,4,1
310,0,2,8,1
493,4,30,2,1
35,2,2,5,0
165,0,2,0,0
29,5,5,2,0
195,2,28,3,1
415,3,19,9,1
285,1,2,1,0
184,6,13,3,1
110,5,0,2,0
132,0,1,0,0
120,1,3,0,0
179,4,1,2,0
195,5,6,1,1
110,3,0,2,0
109,2,10,0,1
216,7,23,10,1
212,3,7,0,0
558,6,0,10,1
850,6,4,3,1
202,2,3,0,0
951,8,8,6,1
533,1,30,5,1
776,10,9,3,1
178,2,5,3,1
744,2,23,0,1
51,2,1,0,0
889,9,11,6,1
318,3,2,7,1
140,0,2,1,0
264,2,1,0,0
80,0,2,2,0
300,0,1,1,0
185,1,0,7,1
208,2,1,1,0
290,0,0,2,0
192,1,3,0,0
255,0,24,10,1
610,7,4,5,1
665,8,6,5,1
243,1,1,0,0
146,0,2,1,0
129,0,3,6,0
244,2,2,4,0
266,0,0,3,0
208,1,2,0,0
277,9,24,8,1
495,1,1,3,0
933,8,0,3,1
274,1,2,2,0
149,3,5,10,1
142,3,26,9,1
106,0,1,3,0
72,7,7,1,1
261,1,4,1,0
173,2,3,0,0
425,1,0,0,0
300,1,3,0,0
173,2,18,6,1
355,1,27,6,1
237,8,10,3,1
532,4,26,3,1
815,2,13,7,1
166,0,1,3,0
256,2,8,10,1
161,3,9,3,1
45,2,3,4,0
819,3,28,0,1
92,6,11,10,1
371,0,1,3,1
696,6,7,4,1
154,2,23,9,1
286,2,1,2,0
106,10,11,10,1
225,2,27,10,1
171,0,3,1,0
64,9,21,5,1
612,8,28,9,1
153,5,13,3,1
83,4,2,0,0
646,4,5,7,1
154,3,27,0,1
912,10,5,0,1
62,2,3,0,0
786,8,9,0,1
127,2,15,7,1
429,2,1,2,0
274,1,3,1,0
163,2,25,3,1
167,5,1,1,0
527,4,20,9,1
51,2,4,2,0
315,3,21,3,1
868,7,3,9,1
613,8,15,4,1
199,0,2,4,0
784,4,27,3,1
237,0,6,0,0
54,1,1,6,0
245,5,2,0,0
443,1,28,6,1
162,8,12,8,1
66,1,1,1,0
63,6,9,8,1
61,4,17,3,1
476,0,1,2,0
218,1,2,2,0
498,7,10,5,1
388,7,24,2,1
106,2,5,10,1
908,2,27,9,1
246,2,2,2,0
269,1,8,0,0
129,7,18,2,1
993,3,29,3,1
467,8,1,8,1
560,3,22,9,1
66,0,1,2,0
291,1,3,1,0
239,1,8,1,0
218,3,12,10,1
133,2,1,0,1
282,4,26,6,1
777,5,0,7,1
735,7,30,1,1
685,3,24,10,1
275,0,1,0,0
938,5,30,7,1
90,3,7,5,1
381,1,1,0,0
139,5,11,5,1
753,1,5,3,1
224,4,26,2,1
602,10,30,5,1
488,8,20,1,1
791,9,27,6,1
278,4,0,0,0
87,0,3,2,0
938,6,0,9,1
434,8,20,9,1
612,6,9,0,1
885,1,25,4,1
200,0,0,2,0
855,4,3,10,1
77,2,0,0,0
491,1,10,3,0
56,1,2,2,0
129,1,8,2,0
103,4,3,7,1
738,4,28,7,1
170,10,2,6,1
735,10,29,1,1
776,7,28,7,1
249,0,3,2,0
550,4,19,4,1
609,8,20,8,1
336,3,3,4,0
653,6,21,2,1
183,0,2,0,0
103,2,2,2,0
133,2,0,0,0
217,2,10,0,0
431,6,15,9,1
132,0,26,5,1
371,4,7,6,1
868,7,5,7,1
162,2,3,5,0
214,3,2,1,0
457,6,26,10,1
70,9,17,1,1
712,7,23,10,1
515,7,29,2,1
80,3,1,6,0
333,3,5,4,1
155,4,15,10,1
52,10,2,2,1
230,0,3,2,0
118,1,7,0,0
62,1,1,2,0
102,1,2,0,0
489,5,28,0,1
237,3,0,6,0
208,2,1,0,0
647,3,22,8,1
779,3,23,8,1
951,0,14,5,1
121,0,17,4,1
263,0,2,2,0
190,1,1,1,0
97,2,29,10,1
141,1,0,3,1
292,0,0,5,0
334,3,27,6,1
352,2,0,5,0
326,8,11,4,1
543,1,4,10,1
217,2,1,1,0
644,2,23,6,1
155,1,1,6,0
250,3,7,0,0
329,1,2,1,0
951,3,16,1,1
233,0,0,1,0
157,2,24,6,1
957,1,9,2,1
174,5,6,2,0
33,1,2,2,0
26,3,2,5,0
812,9,13,7,1
152,2,1,6,0
369,0,3,2,0
909,9,12,7,1
762,2,25,2,1
355,5,13,4,1
977,3,5,6,1
247,1,1,4,0
612,7,16,0,1
528,4,17,7,1
217,0,1,1,0
119,0,3,1,0
777,3,28,3,1
73,3,1,0,0
716,0,2,6,1
28,1,2,2,0
97,10,6,7,1
483,0,2,6,0
928,6,10,9,1
891,3,18,4,1
113,6,18,3,1
129,2,21,7,1
789,0,14,0,1
103,3,23,4,1
775,10,1,3,1
150,4,16,0,1
48,1,0,0,0
361,0,3,0,0
82,2,2,1,0
123,2,6,1,0
126,3,21,9,1
295,4,3,0,0
730,3,17,10,1
274,2,2,5,1
270,1,3,0,0
281,1,2,0,0
701,1,23,7,1
714,3,28,6,1
363,1,1,2,0
174,1,28,6,1
228,0,1,2,0
213,2,3,3,0
199,10,15,4,1
33,2,2,2,0
288,5,1,2,0
129,9,5,3,1
253,2,3,2,0
824,2,4,3,1
399,0,3,2,0
141,10,29,5,1
675,9,26,2,1
318,2,19,10,1
292,1,3,0,0
749,2,0,4,1
146,4,12,7,1
130,1,2,5,0
181,2,1,2,0
179,2,20,0,1
236,1,10,2,0
453,6,8,7,1
101,1,14,6,1
577,4,27,9,1
127,2,10,1,0
148,2,7,1,0
188,0,0,2,0
43,0,5,1,0
823,5,9,9,1
363,1,2,0,0
114,0,0,0,0
103,1,2,1,0
91,2,2,2,0
178,0,8,2,0
757,9,30,3,1
688,9,28,9,1
118,2,6,8,1
40,2,3,2,0
130,7,2,6,1
292,1,0,1,0
186,0,2,1,0
200,1,0,0,0
358,0,21,6,1
265,2,1,0,0
97,0,3,0,0
99,2,3,3,0
209,3,0,6,0
716,4,9,8,1
166,2,7,1,0
457,0,2,0,0
276,5,27,2,1
147,0,3,2,0
57,1,2,0,0
199,5,17,2,1
279,0,3,1,0
192,1,9,2,0
632,5,29,5,1
513,2,23,3,1
229,0,1,2,0
496,2,3,0,0
432,0,2,0,0
149,1,3,2,0
754,6,17,9,1
144,2,3,1,0
292,2,3,0,0
195,4,0,2,0
823,4,7,10,1
784,4,19,9,1
128,2,8,3,1
413,8,28,4,1
261,1,3,0,0
242,2,2,1,0
89,10,28,4,1
759,5,2,5,1
802,2,15,3,1
236,0,2,0,0
247,1,3,0,0
624,9,11,9,1
234,4,25,5,1
717,5,30,4,1
897,7,4,10,1
211,5,3,1,0
161,4,8,8,1
214,2,0,6,0
107,0,1,2,0
769,10,3,5,1
101,0,9,2,0
122,2,2,2,0
761,5,29,7,1
160,1,1,0,0
182,1,1,1,0
249,5,2,2,0
73,0,3,1,0
955,8,30,7,1
294,0,2,5,0
296,3,17,0,1
87,10,9,8,1
604,5,23,8,1
78,2,3,2,0
226,5,8,2,0
649,9,5,9,1
202,1,5,3,0
278,0,2,1,0
937,2,10,7,1
820,10,5,9,1
307,9,17,4,1
358,1,17,1,1
186,0,2,1,0
132,3,8,5,1
123,9,2,6,1
152,2,1,2,0
491,3,2,2,0
55,7,22,10,1
163,6,23,3,1
30,1,2,2,0
313,1,2,1,0
842,2,16,4,1
394,9,3,8,1
230,0,2,5,0
60,0,2,1,0
235,0,1,3,0
151,2,3,6,0
75,0,2,1,0
472,9,20,1,1
123,9,2,3,1
834,0,9,6,1
150,5,1,7,1
145,2,2,0,0
42,2,1,0,0
209,3,3,3,0
948,5,26,1,1
198,2,9,2,0
452,3,14,4,1
316,3,0,7,1
574,9,1,5,1
183,2,9,0,0
109,2,17,6,1
35,2,6,4,0
299,0,2,0,0
29,1,3,2,0
681,4,18,10,1
709,4,0,3,1
192,7,17,9,1
856,6,4,4,1
205,1,0,5,0
233,0,3,2,0
791,8,19,8,1
64,1,4,2,0
188,2,24,8,1
268,5,5,6,1
292,1,2,1,0
909,1,25,4,1
255,2,3,2,0
214,4,19,9,1
35,1,0,2,0
23,1,2,0,0
92,5,27,10,1
175,2,3,1,0
721,3,27,3,1
395,1,3,4,0
889,3,20,7,1
322,9,2,10,1
96,2,0,0,0
145,0,16,3,1
296,2,1,1,0
144,6,8,4,1
568,4,17,10,1
143,4,5,4,1
293,2,6,0,0
504,8,6,4,1
335,0,10,9,1
414,4,13,10,1
134,9,11,1,1
366,6,12,8,1
865,9,5,3,1
68,0,1,2,0
174,1,2,2,0
274,0,0,1,0
204,1,1,0,0
247,2,4,5,0
979,8,28,5,1
172,2,2,2,0
194,8,5,8,1
68,2,3,2,0
93,2,1,2,0
125,3,26,2,1
210,10,21,4,1
172,2,1,1,0
159,2,6,8,1
119,5,1,6,0
496,2,2,2,0
197,5,0,5,0
174,0,4,2,0
452,3,2,0,1
123,4,30,8,1
404,5,10,1,1
386,10,26,2,1
143,4,21,2,1
216,2,0,0,0
37,0,2,1,0
474,1,2,2,0
240,1,1,1,0
580,3,26,3,1
632,8,28,8,1
256,3,23,4,1
359,0,0,0,1
199,2,0,4,1
140,0,2,1,0
53,2,0,2,0
59,1,0,1,0
290,1,3,6,0
395,10,13,3,1
107,2,0,2,0
130,2,3,0,0
67,2,0,0,0
857,2,25,0,1
130,1,2,2,0
360,2,1,5,0
111,2,0,2,0
249,0,2,4,0
291,9,22,6,1
582,9,9,3,1
73,9,5,0,1
908,3,10,5,1
633,2,19,8,1
863,7,17,5,1
573,5,27,4,1
323,9,20,7,1
474,2,3,0,0
576,0,12,3,1
266,2,5,4,0
158,1,2,2,0
196,0,1,0,0
150,5,3,2,0
188,2,22,6,1
484,2,1,3,0
714,9,30,7,1
222,1,2,0,0
278,7,18,10,1
155,2,1,3,0
21,0,0,5,0
969,4,26,6,1
872,10,17,8,1
62,7,21,7,1
198,1,3,0,0
469,4,3,5,1
277,2,0,5,0
366,3,0,5,1
440,10,5,7,1
529,3,0,8,1
39,4,0,1,0
207,2,9,2,0
142,0,0,2,0
114,8,6,9,1
149,1,0,1,0
707,3,23,8,1
97,0,0,0,0
285,0,1,0,0
139,8,2,0,1
110,1,18,9,1
193,2,3,1,0
237,0,3,2,0
151,1,0,6,0
21,0,2,1,0
113,2,9,2,0
283,4,26,6,1
243,1,1,5,0
118,1,3,0,0
197,1,1,4,0
78,5,19,3,1
127,2,30,4,1
140,0,3,2,0
924,8,15,10,1
231,4,3,2,0
136,2,0,5,0
130,6,23,4,1
637,5,8,10,1
92,0,4,5,1
421,2,3,0,0
199,4,24,8,1
526,8,23,9,1
169,2,0,2,0
572,0,5,5,1
37,2,2,0,0
465,2,3,2,0
477,2,29,3,1
856,3,1,6,1
281,2,1,1,0
200,2,2,0,0
127,3,24,5,1
225,2,1,2,0
20,2,2,0,0
898,2,3,7,1
794,4,1,0,1
283,2,3,1,0
179,2,29,6,1
60,1,2,2,0
260,1,1,1,0
223,0,0,2,0
696,7,30,3,1
153,2,4,0,0
705,2,5,10,1
237,1,1,1,0
58,3,1,10,1
140,10,18,9,1
177,6,20,3,1
98,8,16,2,1
426,1,0,0,0
198,2,2,0,0
474,7,27,5,1
158,3,0,1,0
293,10,19,2,1
658,3,16,10,1
170,4,20,7,1
176,4,5,5,1
896,3,17,8,1
470,2,0,3,0
134,8,21,1,1
275,2,0,0,0
147,0,2,0,0
151,1,3,2,0
45,1,1,1,0
383,0,3,1,0
479,1,0,1,0
279,9,14,3,1
43,0,1,1,0
121,3,3,5,1
204,2,0,2,0
151,2,9,9,1
114,1,20,3,1
139,6,3,7,1
78,0,1,2,0
715,6,26,5,1
250,2,0,1,0
542,2,22,3,1
650,6,17,9,1
81,0,2,2,0
72,2,1,2,0
328,10,1,4,1
108,4,3,0,0
176,8,24,1,1
167,5,3,4,0
328,2,23,3,1
250,1,3,2,0
188,2,1,1,0
299,0,8,0,0
132,3,9,9,1
228,1,0,0,0
211,1,0,5,0
965,1,11,6,1
188,1,0,2,0
61,8,7,4,1
127,2,2,5,0
208,2,15,0,1
116,10,5,0,1
115,1,5,0,0
247,0,1,4,0
411,2,3,2,0
91,3,0,2,0
830,9,23,10,1
159,5,0,2,0
213,2,1,1,0
237,6,0,5,1
254,1,2,2,0
157,1,1,1,0
174,4,3,4,0
259,1,7,2,0
314,6,26,10,1
837,7,26,3,1
814,0,7,9,1
163,3,1,4,0
46,2,1,0,0
121,7,5,8,1
219,1,3,1,0
186,5,5,9,1
83,0,3,2,0
102,2,5,10,1
656,7,29,5,1
548,5,2,10,1
375,3,3,3,1
638,2,25,1,1
331,0,3,2,0
172,3,1,1,0
172,9,2,6,1
192,9,13,8,1
115,2,6,0,1
720,5,12,2,1
288,5,0,1,0
796,3,25,2,1
137,7,3,1,1
138,9,5,9,1
134,1,1,3,0
207,7,25,8,1
448,9,10,9,1
632,0,24,4,1
60,1,7,3,0
209,0,2,2,0
877,9,20,5,1
893,2,12,9,1
31,5,1,6,0
918,6,1,5,1
171,1,2,0,0
677,4,25,3,1
869,10,8,3,1
694,1,29,5,1
327,0,3,0,0
665,2,23,0,1
265,2,6,6,0
228,1,1,1,0
181,2,2,0,0
220,4,3,1,0
205,0,0,2,0
284,2,3,4,0
797,8,20,6,1
177,2,3,1,0
53,2,2,2,0
296,2,8,1,0
29,1,2,1,0
308,4,1,1,1
174,1,3,2,0
221,1,2,0,0
386,0,0,1,0
164,1,1,0,0
170,6,25,1,1
665,6,23,2,1
182,2,0,5,0
212,0,3,3,0
271,4,4,2,0
182,2,5,4,0
460,5,19,4,1
56,9,3,3,1
579,3,9,7,1
290,0,1,1,0
865,7,10,8,1
418,7,20,3,1
26,0,6,3,0
264,0,0,2,0
226,2,3,2,0
177,2,2,1,0
202,1,1,2,0
106,1,3,0,0
997,6,6,7,1
122,2,2,2,0
226,1,2,2,0
235,10,5,2,1
224,10,29,10,1
176,0,3,0,0
497,1,8,1,0
30,4,1,1,0
389,2,18,5,1
33,1,2,1,0
117,2,0,2,0
904,3,5,2,1
399,9,21,2,1
41,0,3,2,0
224,1,3,2,0
212,4,3,0,0
266,0,0,0,0
299,1,2,2,0
145,1,2,0,0
22,5,1,0,0
61,0,10,3,0
453,3,1,0,0
230,3,14,7,1
208,7,15,10,1
187,8,15,6,1
125,4,6,10,1
185,1,1,3,0
750,8,5,10,1
30,0,0,2,0
635,2,9,6,1
243,0,3,2,0
695,2,0,3,1
179,0,2,0,0
82,4,5,3,1
468,7,20,0,1
944,2,7,10,1
170,2,2,2,0
317,5,8,4,1
78,2,0,1,0
270,2,2,4,0
717,8,22,7,1
756,3,28,9,1
33,1,6,1,0
182,2,5,2,0
534,1,29,3,1
960,1,5,3,1
114,0,8,1,0
269,0,1,0,0
185,5,3,2,0
408,0,24,8,1
152,1,3,2,0
60,1,3,0,0
138,6,13,5,1
60,1,0,0,0
181,7,30,6,1
364,0,1,0,0
89,4,29,3,1
298,0,2,0,0
123,3,5,4,1
158,3,10,5,1
827,0,26,2,1
227,1,0,4,0
52,1,1,2,0
226,2,0,1,0
148,1,0,2,0
961,7,1,4,1
522,9,16,10,1
187,0,8,2,0
811,8,27,10,1
120,7,5,2,1
207,0,4,0,0
170,5,1,0,0
131,5,26,3,1
96,1,2,6,0
85,0,2,1,0
245,1,3,1,0
364,3,23,6,1
115,6,20,3,1
77,7,4,1,1
623,3,15,10,1
197,6,14,4,1
184,10,24,9,1
392,7,10,2,1
363,2,0,0,0
487,2,0,0,0
962,10,24,3,1
200,2,2,5,0
138,5,8,7,1
199,7,5,4,1
101,0,1,6,0
284,2,6,1,0
174,2,1,1,0
211,1,2,2,0
582,8,24,5,1
670,2,16,2,1
198,0,2,2,0
863,2,22,10,1
840,1,16,5,1
200,2,6,0,0
208,1,2,2,0
300,10,30,7,1
635,7,23,1,1
210,0,1,1,0
328,1,2,1,0
374,3,17,3,1
103,0,1,0,0
297,2,13,7,1
125,5,28,5,1
243,2,1,2,0
338,8,7,8,1
868,10,16,5,1
638,9,1,6,1
398,1,0,1,0
36,2,1,0,0
600,5,24,8,1
136,0,1,2,0
109,2,5,2,1
261,2,2,2,0
116,9,28,9,1
546,10,10,3,1
725,8,3,9,1
162,2,1,1,0
329,3,1,2,0
793,4,1,2,1
593,4,20,3,1
807,7,22,4,1
62,2,10,1,0
258,5,9,2,0
259,8,21,9,1
495,5,1,5,0
179,0,1,2,0
45,0,0,5,0
54,1,3,3,0
148,2,1,1,0
156,1,3,2,0
85,1,3,3,0
184,9,6,3,1
93,1,5,2,0
205,4,3,3,1
374,4,18,8,1
210,0,3,0,0
643,5,27,6,1
21,0,2,4,0
450,1,7,0,0
49,2,3,2,0
479,1,0,1,0
985,3,10,3,1
307,7,7,3,1
39,0,0,2,0
221,1,0,0,0
181,8,6,6,1
82,7,28,9,1
232,10,26,3,1
56,0,0,5,0
382,5,4,9,1
231,1,2,6,0
212,2,0,6,0
145,1,3,0,0
205,7,13,7,1
279,2,3,5,1
147,7,25,5,1
84,2,1,2,0
186,0,4,0,0
903,5,5,3,1
799,2,5,8,1
294,7,27,3,1
261,6,5,5,1
126,1,3,0,0
70,5,13,6,1
203,2,2,5,0
292,0,1,0,0
397,1,1,2,0
78,1,3,1,0
96,2,0,5,0
151,1,2,1,0
240,0,2,0,0
476,2,3,3,0
549,3,22,5,1
451,1,2,1,0
596,9,29,7,1
192,3,13,5,1
34,2,6,2,0
797,9,9,6,1
123,2,2,0,0
793,3,20,3,1
212,10,6,3,1
218,2,3,1,0
27,4,2,4,0
